aggregator,shift,seed,client_group,client_index,leave_one_out_influence
multi_krum,3.0,6,minority,0,0.45734316
multi_krum,3.0,6,minority,1,0.45734316
multi_krum,3.0,7,majority,0,0.11753807
multi_krum,3.0,7,majority,1,0.0748148
multi_krum,3.0,7,majority,2,0.102912724
multi_krum,3.0,7,majority,3,0.14417729
multi_krum,3.0,7,majority,4,0.10563425
multi_krum,3.0,7,majority,5,0.06388019
multi_krum,3.0,7,minority,0,0.42381704
multi_krum,3.0,7,minority,1,0.42381704
multi_krum,3.0,8,majority,0,0.093368694
multi_krum,3.0,8,majority,1,0.08193903
multi_krum,3.0,8,majority,2,0.12362616
multi_krum,3.0,8,majority,3,0.111469656
multi_krum,3.0,8,majority,4,0.17384374
multi_krum,3.0,8,majority,5,0.14275679
multi_krum,3.0,8,minority,0,0.48970884
multi_krum,3.0,8,minority,1,0.48970884
multi_krum,3.0,9,majority,0,0.083921514
multi_krum,3.0,9,majority,1,0.06578366
multi_krum,3.0,9,majority,2,0.09208231
multi_krum,3.0,9,majority,3,0.16177891
multi_krum,3.0,9,majority,4,0.047592238
multi_krum,3.0,9,majority,5,0.12556839
multi_krum,3.0,9,minority,0,0.38627234
multi_krum,3.0,9,minority,1,0.38627234
multi_krum,3.0,10,majority,0,0.0848673
multi_krum,3.0,10,majority,1,0.15164359
multi_krum,3.0,10,majority,2,0.15714145
multi_krum,3.0,10,majority,3,0.11563363
multi_krum,3.0,10,majority,4,0.10697963
multi_krum,3.0,10,majority,5,0.0749855
multi_krum,3.0,10,minority,0,0.43941903
multi_krum,3.0,10,minority,1,0.43941903
multi_krum,3.0,11,majority,0,0.13807824
multi_krum,3.0,11,majority,1,0.1329932
multi_krum,3.0,11,majority,2,0.08201824
multi_krum,3.0,11,majority,3,0.117286116
multi_krum,3.0,11,majority,4,0.12088803
multi_krum,3.0,11,majority,5,0.038306504
multi_krum,3.0,11,minority,0,0.44476396
multi_krum,3.0,11,minority,1,0.44476396
multi_krum,3.0,12,majority,0,0.120665684
multi_krum,3.0,12,majority,1,0.10472338
multi_krum,3.0,12,majority,2,0.05763385
multi_krum,3.0,12,majority,3,0.10326329
multi_krum,3.0,12,majority,4,0.17200494
multi_krum,3.0,12,majority,5,0.08824872
multi_krum,3.0,12,minority,0,0.35617757
multi_krum,3.0,12,minority,1,0.35617757
multi_krum,3.0,13,majority,0,0.08051296
multi_krum,3.0,13,majority,1,0.055035084
multi_krum,3.0,13,majority,2,0.05304506
multi_krum,3.0,13,majority,3,0.11396354
multi_krum,3.0,13,majority,4,0.109725066
multi_krum,3.0,13,majority,5,0.120170414
multi_krum,3.0,13,minority,0,0.35040098
multi_krum,3.0,13,minority,1,0.35040098
multi_krum,3.0,14,majority,0,0.06913559
multi_krum,3.0,14,majority,1,0.17131634
multi_krum,3.0,14,majority,2,0.08778855
multi_krum,3.0,14,majority,3,0.11814861
multi_krum,3.0,14,majority,4,0.060024396
multi_krum,3.0,14,majority,5,0.08722311
multi_krum,3.0,14,minority,0,0.4648315
multi_krum,3.0,14,minority,1,0.4648315
multi_krum,3.0,15,majority,0,0.08140692
multi_krum,3.0,15,majority,1,0.027489046
multi_krum,3.0,15,majority,2,0.16531503
multi_krum,3.0,15,majority,3,0.19318599
multi_krum,3.0,15,majority,4,0.090683915
multi_krum,3.0,15,majority,5,0.078733586
multi_krum,3.0,15,minority,0,0.4315406
multi_krum,3.0,15,minority,1,0.4315406
multi_krum,3.0,16,majority,0,0.10190599
multi_krum,3.0,16,majority,1,0.23614037
multi_krum,3.0,16,majority,2,0.11469604
multi_krum,3.0,16,majority,3,0.104383215
multi_krum,3.0,16,majority,4,0.20361167
multi_krum,3.0,16,majority,5,0.079326205
multi_krum,3.0,16,minority,0,0.48381054
multi_krum,3.0,16,minority,1,0.48381054
multi_krum,3.0,17,majority,0,0.05572171
multi_krum,3.0,17,majority,1,0.10324063
multi_krum,3.0,17,majority,2,0.14558546
multi_krum,3.0,17,majority,3,0.15070845
multi_krum,3.0,17,majority,4,0.10301757
multi_krum,3.0,17,majority,5,0.078282125
multi_krum,3.0,17,minority,0,0.39575264
multi_krum,3.0,17,minority,1,0.39575264
multi_krum,3.0,18,majority,0,0.037357006
multi_krum,3.0,18,majority,1,0.105292425
multi_krum,3.0,18,majority,2,0.1393009
multi_krum,3.0,18,majority,3,0.09781136
multi_krum,3.0,18,majority,4,0.081999265
multi_krum,3.0,18,majority,5,0.062379237
multi_krum,3.0,18,minority,0,0.40099943
multi_krum,3.0,18,minority,1,0.40099943
multi_krum,3.0,19,majority,0,0.13522778
multi_krum,3.0,19,majority,1,0.093391985
multi_krum,3.0,19,majority,2,0.04516979
multi_krum,3.0,19,majority,3,0.11993248
multi_krum,3.0,19,majority,4,0.08805175
multi_krum,3.0,19,majority,5,0.13389812
multi_krum,3.0,19,minority,0,0.4674371
multi_krum,3.0,19,minority,1,0.4674371
multi_krum,3.0,20,majority,0,0.10452836
multi_krum,3.0,20,majority,1,0.08041897
multi_krum,3.0,20,majority,2,0.119623125
multi_krum,3.0,20,majority,3,0.0951523
multi_krum,3.0,20,majority,4,0.0919284
multi_krum,3.0,20,majority,5,0.059438787
multi_krum,3.0,20,minority,0,0.42394748
multi_krum,3.0,20,minority,1,0.42394748
trimmed_mean,0.0,1,majority,0,0.07761289
trimmed_mean,0.0,1,majority,1,0.07301367
trimmed_mean,0.0,1,majority,2,0.023131317
trimmed_mean,0.0,1,majority,3,0.060448144
trimmed_mean,0.0,1,majority,4,0.05989534
trimmed_mean,0.0,1,majority,5,0.080801286
trimmed_mean,0.0,1,minority,0,0.09323193
trimmed_mean,0.0,1,minority,1,0.08210265
trimmed_mean,0.0,2,majority,0,0.08650001
trimmed_mean,0.0,2,majority,1,0.0509068
trimmed_mean,0.0,2,majority,2,0.088858955
trimmed_mean,0.0,2,majority,3,0.061665438
trimmed_mean,0.0,2,majority,4,0.03266877
trimmed_mean,0.0,2,majority,5,0.058527123
trimmed_mean,0.0,2,minority,0,0.066879325
trimmed_mean,0.0,2,minority,1,0.07004619
trimmed_mean,0.0,3,majority,0,0.06508451
trimmed_mean,0.0,3,majority,1,0.046070863
trimmed_mean,0.0,3,majority,2,0.06432568
trimmed_mean,0.0,3,majority,3,0.043351423
trimmed_mean,0.0,3,majority,4,0.06851317
trimmed_mean,0.0,3,majority,5,0.053430133
trimmed_mean,0.0,3,minority,0,0.05311532
trimmed_mean,0.0,3,minority,1,0.07414265
trimmed_mean,0.0,4,majority,0,0.0526277
trimmed_mean,0.0,4,majority,1,0.0687985
trimmed_mean,0.0,4,majority,2,0.06031584
trimmed_mean,0.0,4,majority,3,0.11258968
trimmed_mean,0.0,4,majority,4,0.031431433
trimmed_mean,0.0,4,majority,5,0.11472309
trimmed_mean,0.0,4,minority,0,0.05310732
trimmed_mean,0.0,4,minority,1,0.06030352
trimmed_mean,0.0,5,majority,0,0.059482697
trimmed_mean,0.0,5,majority,1,0.079633415
trimmed_mean,0.0,5,majority,2,0.060640994
trimmed_mean,0.0,5,majority,3,0.084528424
trimmed_mean,0.0,5,majority,4,0.0915012
trimmed_mean,0.0,5,majority,5,0.06937438
trimmed_mean,0.0,5,minority,0,0.09393682
trimmed_mean,0.0,5,minority,1,0.070129976
trimmed_mean,0.0,6,majority,0,0.08334742
trimmed_mean,0.0,6,majority,1,0.08095032
trimmed_mean,0.0,6,majority,2,0.073360965
trimmed_mean,0.0,6,majority,3,0.07960006
trimmed_mean,0.0,6,majority,4,0.05806501
trimmed_mean,0.0,6,majority,5,0.04737825
trimmed_mean,0.0,6,minority,0,0.089435466
trimmed_mean,0.0,6,minority,1,0.03893816
trimmed_mean,0.0,7,majority,0,0.056696832
trimmed_mean,0.0,7,majority,1,0.059073035
trimmed_mean,0.0,7,majority,2,0.063817285
trimmed_mean,0.0,7,majority,3,0.0727589
trimmed_mean,0.0,7,majority,4,0.052531738
trimmed_mean,0.0,7,majority,5,0.06057466
trimmed_mean,0.0,7,minority,0,0.042403538
trimmed_mean,0.0,7,minority,1,0.053854894
trimmed_mean,0.0,8,majority,0,0.073034294
trimmed_mean,0.0,8,majority,1,0.0535203
trimmed_mean,0.0,8,majority,2,0.10722369
trimmed_mean,0.0,8,majority,3,0.1243078
trimmed_mean,0.0,8,majority,4,0.14409484
trimmed_mean,0.0,8,majority,5,0.0931864
trimmed_mean,0.0,8,minority,0,0.11036801
trimmed_mean,0.0,8,minority,1,0.06010103
trimmed_mean,0.0,9,majority,0,0.06080912
trimmed_mean,0.0,9,majority,1,0.013751145
trimmed_mean,0.0,9,majority,2,0.08335821
trimmed_mean,0.0,9,majority,3,0.07555641
trimmed_mean,0.0,9,majority,4,0.03845369
trimmed_mean,0.0,9,majority,5,0.12689537
trimmed_mean,0.0,9,minority,0,0.12104016
trimmed_mean,0.0,9,minority,1,0.084556326
trimmed_mean,0.0,10,majority,0,0.050598487
trimmed_mean,0.0,10,majority,1,0.06172892
trimmed_mean,0.0,10,majority,2,0.09543271
trimmed_mean,0.0,10,majority,3,0.0570856
trimmed_mean,0.0,10,majority,4,0.07540156
trimmed_mean,0.0,10,majority,5,0.08660919
trimmed_mean,0.0,10,minority,0,0.04192253
trimmed_mean,0.0,10,minority,1,0.079516925
trimmed_mean,0.0,11,majority,0,0.096704185
trimmed_mean,0.0,11,majority,1,0.08174857
trimmed_mean,0.0,11,majority,2,0.08845499
trimmed_mean,0.0,11,majority,3,0.08676112
trimmed_mean,0.0,11,majority,4,0.08568602
trimmed_mean,0.0,11,majority,5,0.056944
trimmed_mean,0.0,11,minority,0,0.05488586
trimmed_mean,0.0,11,minority,1,0.08238309
trimmed_mean,0.0,12,majority,0,0.08234513
trimmed_mean,0.0,12,majority,1,0.075912386
trimmed_mean,0.0,12,majority,2,0.082037546
trimmed_mean,0.0,12,majority,3,0.0872586
trimmed_mean,0.0,12,majority,4,0.09847012
trimmed_mean,0.0,12,majority,5,0.08241637
trimmed_mean,0.0,12,minority,0,0.08156235
trimmed_mean,0.0,12,minority,1,0.0599307
trimmed_mean,0.0,13,majority,0,0.06227061
trimmed_mean,0.0,13,majority,1,0.03656682
trimmed_mean,0.0,13,majority,2,0.05565225
trimmed_mean,0.0,13,majority,3,0.05086268
trimmed_mean,0.0,13,majority,4,0.09999266
trimmed_mean,0.0,13,majority,5,0.10138019
trimmed_mean,0.0,13,minority,0,0.08337304
trimmed_mean,0.0,13,minority,1,0.0893506
trimmed_mean,0.0,14,majority,0,0.038112767
trimmed_mean,0.0,14,majority,1,0.054404046
trimmed_mean,0.0,14,majority,2,0.040795863
trimmed_mean,0.0,14,majority,3,0.03885635
trimmed_mean,0.0,14,majority,4,0.06880094
trimmed_mean,0.0,14,majority,5,0.04916264
trimmed_mean,0.0,14,minority,0,0.102852
trimmed_mean,0.0,14,minority,1,0.09122166
trimmed_mean,0.0,15,majority,0,0.05230115
trimmed_mean,0.0,15,majority,1,0.06343204
trimmed_mean,0.0,15,majority,2,0.13011467
trimmed_mean,0.0,15,majority,3,0.13431965
trimmed_mean,0.0,15,majority,4,0.10948849
trimmed_mean,0.0,15,majority,5,0.03631048
trimmed_mean,0.0,15,minority,0,0.04196801
trimmed_mean,0.0,15,minority,1,0.11388426
trimmed_mean,0.0,16,majority,0,0.0898441
trimmed_mean,0.0,16,majority,1,0.08762642
trimmed_mean,0.0,16,majority,2,0.087377004
trimmed_mean,0.0,16,majority,3,0.057363026
trimmed_mean,0.0,16,majority,4,0.10813546
trimmed_mean,0.0,16,majority,5,0.051680982
trimmed_mean,0.0,16,minority,0,0.10197839
trimmed_mean,0.0,16,minority,1,0.07888558
trimmed_mean,0.0,17,majority,0,0.06964733
trimmed_mean,0.0,17,majority,1,0.10683118
trimmed_mean,0.0,17,majority,2,0.100536995
trimmed_mean,0.0,17,majority,3,0.10898318
trimmed_mean,0.0,17,majority,4,0.07318603
trimmed_mean,0.0,17,majority,5,0.088337794
trimmed_mean,0.0,17,minority,0,0.048880674
trimmed_mean,0.0,17,minority,1,0.053944275
trimmed_mean,0.0,18,majority,0,0.04686897
trimmed_mean,0.0,18,majority,1,0.052361965
trimmed_mean,0.0,18,majority,2,0.058884066
trimmed_mean,0.0,18,majority,3,0.058612898
trimmed_mean,0.0,18,majority,4,0.033461783
trimmed_mean,0.0,18,majority,5,0.040572427
trimmed_mean,0.0,18,minority,0,0.024803968
trimmed_mean,0.0,18,minority,1,0.061268978
trimmed_mean,0.0,19,majority,0,0.08714798
trimmed_mean,0.0,19,majority,1,0.044322778
trimmed_mean,0.0,19,majority,2,0.041771214
trimmed_mean,0.0,19,majority,3,0.05315576
trimmed_mean,0.0,19,majority,4,0.030555325
trimmed_mean,0.0,19,majority,5,0.08136994
trimmed_mean,0.0,19,minority,0,0.07577904
trimmed_mean,0.0,19,minority,1,0.07294775
trimmed_mean,0.0,20,majority,0,0.068114266
trimmed_mean,0.0,20,majority,1,0.036893338
trimmed_mean,0.0,20,majority,2,0.07452263
trimmed_mean,0.0,20,majority,3,0.036272205
trimmed_mean,0.0,20,majority,4,0.058411222
trimmed_mean,0.0,20,majority,5,0.041227844
trimmed_mean,0.0,20,minority,0,0.056461543
trimmed_mean,0.0,20,minority,1,0.02474906
trimmed_mean,0.5,1,majority,0,0.09295537
trimmed_mean,0.5,1,majority,1,0.084937334
trimmed_mean,0.5,1,majority,2,0.034426074
trimmed_mean,0.5,1,majority,3,0.065811574
trimmed_mean,0.5,1,majority,4,0.048843414
trimmed_mean,0.5,1,majority,5,0.07131586
trimmed_mean,0.5,1,minority,0,0.1063444
trimmed_mean,0.5,1,minority,1,0.04995569
trimmed_mean,0.5,2,majority,0,0.10500131
trimmed_mean,0.5,2,majority,1,0.060910076
trimmed_mean,0.5,2,majority,2,0.08642653
trimmed_mean,0.5,2,majority,3,0.085706756
trimmed_mean,0.5,2,majority,4,0.03787864
trimmed_mean,0.5,2,majority,5,0.039051794
trimmed_mean,0.5,2,minority,0,0.092340976
trimmed_mean,0.5,2,minority,1,0.09633187
trimmed_mean,0.5,3,majority,0,0.07863251
trimmed_mean,0.5,3,majority,1,0.06024796
trimmed_mean,0.5,3,majority,2,0.07800559
trimmed_mean,0.5,3,majority,3,0.030028313
trimmed_mean,0.5,3,majority,4,0.05668911
trimmed_mean,0.5,3,majority,5,0.06185666
trimmed_mean,0.5,3,minority,0,0.11251804
trimmed_mean,0.5,3,minority,1,0.11338329
trimmed_mean,0.5,4,majority,0,0.067776136
trimmed_mean,0.5,4,majority,1,0.07426357
trimmed_mean,0.5,4,majority,2,0.07891703
trimmed_mean,0.5,4,majority,3,0.123556994
trimmed_mean,0.5,4,majority,4,0.037540816
trimmed_mean,0.5,4,majority,5,0.13855702
trimmed_mean,0.5,4,minority,0,0.09411189
trimmed_mean,0.5,4,minority,1,0.093989044
trimmed_mean,0.5,5,majority,0,0.07265074
trimmed_mean,0.5,5,majority,1,0.08465894
trimmed_mean,0.5,5,majority,2,0.06250608
trimmed_mean,0.5,5,majority,3,0.069124654
trimmed_mean,0.5,5,majority,4,0.086079285
trimmed_mean,0.5,5,majority,5,0.07488619
trimmed_mean,0.5,5,minority,0,0.08596065
trimmed_mean,0.5,5,minority,1,0.087137066
trimmed_mean,0.5,6,majority,0,0.09620012
trimmed_mean,0.5,6,majority,1,0.073324755
trimmed_mean,0.5,6,majority,2,0.078083865
trimmed_mean,0.5,6,majority,3,0.09297227
trimmed_mean,0.5,6,majority,4,0.04255017
trimmed_mean,0.5,6,majority,5,0.063838996
trimmed_mean,0.5,6,minority,0,0.12654182
trimmed_mean,0.5,6,minority,1,0.10998769
trimmed_mean,0.5,7,majority,0,0.073273055
trimmed_mean,0.5,7,majority,1,0.05604806
trimmed_mean,0.5,7,majority,2,0.07651185
trimmed_mean,0.5,7,majority,3,0.065765075
trimmed_mean,0.5,7,majority,4,0.07009988
trimmed_mean,0.5,7,majority,5,0.04531479
trimmed_mean,0.5,7,minority,0,0.06901023
trimmed_mean,0.5,7,minority,1,0.07498577
trimmed_mean,0.5,8,majority,0,0.07654572
trimmed_mean,0.5,8,majority,1,0.057044804
trimmed_mean,0.5,8,majority,2,0.10910291
trimmed_mean,0.5,8,majority,3,0.12427425
trimmed_mean,0.5,8,majority,4,0.15034212
trimmed_mean,0.5,8,majority,5,0.10258234
trimmed_mean,0.5,8,minority,0,0.16716409
trimmed_mean,0.5,8,minority,1,0.13919365
trimmed_mean,0.5,9,majority,0,0.07005236
trimmed_mean,0.5,9,majority,1,0.022735596
trimmed_mean,0.5,9,majority,2,0.09456774
trimmed_mean,0.5,9,majority,3,0.057181485
trimmed_mean,0.5,9,majority,4,0.013599776
trimmed_mean,0.5,9,majority,5,0.12653252
trimmed_mean,0.5,9,minority,0,0.105137154
trimmed_mean,0.5,9,minority,1,0.10227585
trimmed_mean,0.5,10,majority,0,0.056253895
trimmed_mean,0.5,10,majority,1,0.09113615
trimmed_mean,0.5,10,majority,2,0.11663079
trimmed_mean,0.5,10,majority,3,0.073871866
trimmed_mean,0.5,10,majority,4,0.08549366
trimmed_mean,0.5,10,majority,5,0.133884
trimmed_mean,0.5,10,minority,0,0.08960619
trimmed_mean,0.5,10,minority,1,0.1294091
trimmed_mean,0.5,11,majority,0,0.11278224
trimmed_mean,0.5,11,majority,1,0.1002545
trimmed_mean,0.5,11,majority,2,0.081071556
trimmed_mean,0.5,11,majority,3,0.08339053
trimmed_mean,0.5,11,majority,4,0.0981236
trimmed_mean,0.5,11,majority,5,0.039067984
trimmed_mean,0.5,11,minority,0,0.09163226
trimmed_mean,0.5,11,minority,1,0.11813887
trimmed_mean,0.5,12,majority,0,0.085779116
trimmed_mean,0.5,12,majority,1,0.051585913
trimmed_mean,0.5,12,majority,2,0.060237646
trimmed_mean,0.5,12,majority,3,0.0906306
trimmed_mean,0.5,12,majority,4,0.07298844
trimmed_mean,0.5,12,majority,5,0.06988776
trimmed_mean,0.5,12,minority,0,0.04053001
trimmed_mean,0.5,12,minority,1,0.030597974
trimmed_mean,0.5,13,majority,0,0.05909372
trimmed_mean,0.5,13,majority,1,0.028610582
trimmed_mean,0.5,13,majority,2,0.097250186
trimmed_mean,0.5,13,majority,3,0.06744914
trimmed_mean,0.5,13,majority,4,0.0963532
trimmed_mean,0.5,13,majority,5,0.11102551
trimmed_mean,0.5,13,minority,0,0.11844814
trimmed_mean,0.5,13,minority,1,0.08662503
trimmed_mean,0.5,14,majority,0,0.043630667
trimmed_mean,0.5,14,majority,1,0.072911166
trimmed_mean,0.5,14,majority,2,0.062641025
trimmed_mean,0.5,14,majority,3,0.062177595
trimmed_mean,0.5,14,majority,4,0.10685034
trimmed_mean,0.5,14,majority,5,0.066002734
trimmed_mean,0.5,14,minority,0,0.1338148
trimmed_mean,0.5,14,minority,1,0.12451735
trimmed_mean,0.5,15,majority,0,0.06397196
trimmed_mean,0.5,15,majority,1,0.04402902
trimmed_mean,0.5,15,majority,2,0.15260825
trimmed_mean,0.5,15,majority,3,0.15620887
trimmed_mean,0.5,15,majority,4,0.12215283
trimmed_mean,0.5,15,majority,5,0.04262669
trimmed_mean,0.5,15,minority,0,0.07280849
trimmed_mean,0.5,15,minority,1,0.12610793
trimmed_mean,0.5,16,majority,0,0.11053713
trimmed_mean,0.5,16,majority,1,0.09371229
trimmed_mean,0.5,16,majority,2,0.104562484
trimmed_mean,0.5,16,majority,3,0.071728125
trimmed_mean,0.5,16,majority,4,0.12244121
trimmed_mean,0.5,16,majority,5,0.062066182
trimmed_mean,0.5,16,minority,0,0.14570053
trimmed_mean,0.5,16,minority,1,0.12325084
trimmed_mean,0.5,17,majority,0,0.050702855
trimmed_mean,0.5,17,majority,1,0.08950511
trimmed_mean,0.5,17,majority,2,0.12644742
trimmed_mean,0.5,17,majority,3,0.13326138
trimmed_mean,0.5,17,majority,4,0.082100056
trimmed_mean,0.5,17,majority,5,0.08197351
trimmed_mean,0.5,17,minority,0,0.0777509
trimmed_mean,0.5,17,minority,1,0.046863586
trimmed_mean,0.5,18,majority,0,0.06464661
trimmed_mean,0.5,18,majority,1,0.061734445
trimmed_mean,0.5,18,majority,2,0.06520169
trimmed_mean,0.5,18,majority,3,0.06518589
trimmed_mean,0.5,18,majority,4,0.041736923
trimmed_mean,0.5,18,majority,5,0.031657882
trimmed_mean,0.5,18,minority,0,0.054678082
trimmed_mean,0.5,18,minority,1,0.07181179
trimmed_mean,0.5,19,majority,0,0.09350681
trimmed_mean,0.5,19,majority,1,0.04813637
trimmed_mean,0.5,19,majority,2,0.027445717
trimmed_mean,0.5,19,majority,3,0.060624596
trimmed_mean,0.5,19,majority,4,0.043487247
trimmed_mean,0.5,19,majority,5,0.08814658
trimmed_mean,0.5,19,minority,0,0.13163528
trimmed_mean,0.5,19,minority,1,0.12740502
trimmed_mean,0.5,20,majority,0,0.06749369
trimmed_mean,0.5,20,majority,1,0.031626757
trimmed_mean,0.5,20,majority,2,0.083079554
trimmed_mean,0.5,20,majority,3,0.05161649
trimmed_mean,0.5,20,majority,4,0.059638493
trimmed_mean,0.5,20,majority,5,0.039563116
trimmed_mean,0.5,20,minority,0,0.08714096
trimmed_mean,0.5,20,minority,1,0.07198763
trimmed_mean,1.0,1,majority,0,0.07837143
trimmed_mean,1.0,1,majority,1,0.09627759
trimmed_mean,1.0,1,majority,2,0.04816906
trimmed_mean,1.0,1,majority,3,0.07407073
trimmed_mean,1.0,1,majority,4,0.046253745
trimmed_mean,1.0,1,majority,5,0.0845043
trimmed_mean,1.0,1,minority,0,0.1114212
trimmed_mean,1.0,1,minority,1,0.10246112
trimmed_mean,1.0,2,majority,0,0.11858887
trimmed_mean,1.0,2,majority,1,0.07174321
trimmed_mean,1.0,2,majority,2,0.078864776
trimmed_mean,1.0,2,majority,3,0.10190041
trimmed_mean,1.0,2,majority,4,0.048743583
trimmed_mean,1.0,2,majority,5,0.031121703
trimmed_mean,1.0,2,minority,0,0.16302201
trimmed_mean,1.0,2,minority,1,0.1653153
trimmed_mean,1.0,3,majority,0,0.0931972
trimmed_mean,1.0,3,majority,1,0.075449854
trimmed_mean,1.0,3,majority,2,0.09266886
trimmed_mean,1.0,3,majority,3,0.02189995
trimmed_mean,1.0,3,majority,4,0.047841467
trimmed_mean,1.0,3,majority,5,0.073166035
trimmed_mean,1.0,3,minority,0,0.19075702
trimmed_mean,1.0,3,minority,1,0.19126867
trimmed_mean,1.0,4,majority,0,0.08776827
trimmed_mean,1.0,4,majority,1,0.08820391
trimmed_mean,1.0,4,majority,2,0.09979228
trimmed_mean,1.0,4,majority,3,0.13782936
trimmed_mean,1.0,4,majority,4,0.058154438
trimmed_mean,1.0,4,majority,5,0.16109562
trimmed_mean,1.0,4,minority,0,0.15423116
trimmed_mean,1.0,4,minority,1,0.15720715
trimmed_mean,1.0,5,majority,0,0.08451953
trimmed_mean,1.0,5,majority,1,0.091728255
trimmed_mean,1.0,5,majority,2,0.06892596
trimmed_mean,1.0,5,majority,3,0.06217347
trimmed_mean,1.0,5,majority,4,0.07721378
trimmed_mean,1.0,5,majority,5,0.08644861
trimmed_mean,1.0,5,minority,0,0.12396848
trimmed_mean,1.0,5,minority,1,0.11371398
trimmed_mean,1.0,6,majority,0,0.11008045
trimmed_mean,1.0,6,majority,1,0.068961225
trimmed_mean,1.0,6,majority,2,0.08583643
trimmed_mean,1.0,6,majority,3,0.10727108
trimmed_mean,1.0,6,majority,4,0.028373284
trimmed_mean,1.0,6,majority,5,0.08038465
trimmed_mean,1.0,6,minority,0,0.20120348
trimmed_mean,1.0,6,minority,1,0.1912258
trimmed_mean,1.0,7,majority,0,0.08681374
trimmed_mean,1.0,7,majority,1,0.05984144
trimmed_mean,1.0,7,majority,2,0.088114716
trimmed_mean,1.0,7,majority,3,0.0591159
trimmed_mean,1.0,7,majority,4,0.08415271
trimmed_mean,1.0,7,majority,5,0.040221278
trimmed_mean,1.0,7,minority,0,0.14498049
trimmed_mean,1.0,7,minority,1,0.14791821
trimmed_mean,1.0,8,majority,0,0.083306916
trimmed_mean,1.0,8,majority,1,0.064802326
trimmed_mean,1.0,8,majority,2,0.11342631
trimmed_mean,1.0,8,majority,3,0.12645672
trimmed_mean,1.0,8,majority,4,0.15810674
trimmed_mean,1.0,8,majority,5,0.11365794
trimmed_mean,1.0,8,minority,0,0.23999058
trimmed_mean,1.0,8,minority,1,0.22141932
trimmed_mean,1.0,9,majority,0,0.079686426
trimmed_mean,1.0,9,majority,1,0.03864748
trimmed_mean,1.0,9,majority,2,0.085457094
trimmed_mean,1.0,9,majority,3,0.068646304
trimmed_mean,1.0,9,majority,4,0.017462017
trimmed_mean,1.0,9,majority,5,0.1294813
trimmed_mean,1.0,9,minority,0,0.13901173
trimmed_mean,1.0,9,minority,1,0.12443259
trimmed_mean,1.0,10,majority,0,0.06540951
trimmed_mean,1.0,10,majority,1,0.10759299
trimmed_mean,1.0,10,majority,2,0.12989686
trimmed_mean,1.0,10,majority,3,0.08633879
trimmed_mean,1.0,10,majority,4,0.09480551
trimmed_mean,1.0,10,majority,5,0.11795543
trimmed_mean,1.0,10,minority,0,0.16815205
trimmed_mean,1.0,10,minority,1,0.16372038
trimmed_mean,1.0,11,majority,0,0.12724993
trimmed_mean,1.0,11,majority,1,0.11629132
trimmed_mean,1.0,11,majority,2,0.07420528
trimmed_mean,1.0,11,majority,3,0.08407962
trimmed_mean,1.0,11,majority,4,0.1103602
trimmed_mean,1.0,11,majority,5,0.025851874
trimmed_mean,1.0,11,minority,0,0.17167422
trimmed_mean,1.0,11,minority,1,0.18716934
trimmed_mean,1.0,12,majority,0,0.10078498
trimmed_mean,1.0,12,majority,1,0.09046058
trimmed_mean,1.0,12,majority,2,0.052432895
trimmed_mean,1.0,12,majority,3,0.10505222
trimmed_mean,1.0,12,majority,4,0.09027389
trimmed_mean,1.0,12,majority,5,0.0720997
trimmed_mean,1.0,12,minority,0,0.074309
trimmed_mean,1.0,12,minority,1,0.08467389
trimmed_mean,1.0,13,majority,0,0.06253344
trimmed_mean,1.0,13,majority,1,0.033460137
trimmed_mean,1.0,13,majority,2,0.09233269
trimmed_mean,1.0,13,majority,3,0.084352866
trimmed_mean,1.0,13,majority,4,0.09701549
trimmed_mean,1.0,13,majority,5,0.122035585
trimmed_mean,1.0,13,minority,0,0.114445135
trimmed_mean,1.0,13,minority,1,0.09472171
trimmed_mean,1.0,14,majority,0,0.054336958
trimmed_mean,1.0,14,majority,1,0.08571985
trimmed_mean,1.0,14,majority,2,0.076849915
trimmed_mean,1.0,14,majority,3,0.07679785
trimmed_mean,1.0,14,majority,4,0.09412065
trimmed_mean,1.0,14,majority,5,0.07856949
trimmed_mean,1.0,14,minority,0,0.19877788
trimmed_mean,1.0,14,minority,1,0.19264168
trimmed_mean,1.0,15,majority,0,0.075812384
trimmed_mean,1.0,15,majority,1,0.032488905
trimmed_mean,1.0,15,majority,2,0.16921309
trimmed_mean,1.0,15,majority,3,0.17246743
trimmed_mean,1.0,15,majority,4,0.10594498
trimmed_mean,1.0,15,majority,5,0.05328365
trimmed_mean,1.0,15,minority,0,0.15002201
trimmed_mean,1.0,15,minority,1,0.15059932
trimmed_mean,1.0,16,majority,0,0.0982249
trimmed_mean,1.0,16,majority,1,0.10100533
trimmed_mean,1.0,16,majority,2,0.117338106
trimmed_mean,1.0,16,majority,3,0.08395808
trimmed_mean,1.0,16,majority,4,0.13351692
trimmed_mean,1.0,16,majority,5,0.07295455
trimmed_mean,1.0,16,minority,0,0.21569191
trimmed_mean,1.0,16,minority,1,0.20120916
trimmed_mean,1.0,17,majority,0,0.04699391
trimmed_mean,1.0,17,majority,1,0.08407913
trimmed_mean,1.0,17,majority,2,0.14086407
trimmed_mean,1.0,17,majority,3,0.14701134
trimmed_mean,1.0,17,majority,4,0.09094512
trimmed_mean,1.0,17,majority,5,0.070581704
